Type,Size,Duration
Push,52428800,3.1659e-05
Push,52428800,1.0881e-05
Push,52428800,1.094e-05
Push,52428800,9.648e-06
Push,52428800,8.646e-06
Push,52428800,8.075e-06
Push,52428800,9.498e-06
Push,52428800,6.723e-06
Push,52428800,9.838e-06
Push,52428800,8.556e-06
Push,52428800,8.977e-06
Push,52428800,9.678e-06
Push,52428800,9.288e-06
Push,52428800,8.967e-06
Push,52428800,8.837e-06
Push,52428800,9.798e-06
Push,52428800,9.879e-06
Push,52428800,8.616e-06
Push,52428800,8.997e-06
Push,52428800,9.157e-06
Push,52428800,8.646e-06
Push,52428800,9.999e-06
Push,52428800,9.407e-06
Push,52428800,9.808e-06
Push,52428800,9.017e-06
Push,52428800,9.047e-06
Push,52428800,9.107e-06
Push,52428800,9.257e-06
Push,52428800,9.258e-06
Push,52428800,9.087e-06
Push,52428800,8.616e-06
Push,52428800,8.516e-06
Push,52428800,1.084e-05
Push,52428800,9.027e-06
Push,52428800,9.738e-06
Push,52428800,8.997e-06
Push,52428800,9.779e-06
Push,52428800,8.566e-06
Push,52428800,8.987e-06
Push,52428800,9.338e-06
Push,52428800,8.736e-06
Push,52428800,8.586e-06
Push,52428800,9.798e-06
Push,52428800,9.588e-06
Push,52428800,9.518e-06
Push,52428800,8.577e-06
Push,52428800,8.696e-06
Push,52428800,9.658e-06
Push,52428800,9.247e-06
Push,52428800,9.427e-06
Push,52428800,9.708e-06
Push,52428800,8.506e-06
Push,52428800,8.255e-06
Push,52428800,8.706e-06
Push,52428800,9.828e-06
Push,52428800,9.097e-06
Push,52428800,9.157e-06
Push,52428800,9.298e-06
Push,52428800,9.037e-06
Push,52428800,8.336e-06
Push,52428800,8.907e-06
Push,52428800,8.606e-06
Push,52428800,9.027e-06
Push,52428800,8.786e-06
Push,52428800,1.0991e-05
Push,52428800,8.386e-06
Push,52428800,9.758e-06
Push,52428800,8.597e-06
Push,52428800,7.995e-06
Push,52428800,8.837e-06
Push,52428800,8.806e-06
Push,52428800,9.147e-06
Push,52428800,9.237e-06
Push,52428800,9.428e-06
Push,52428800,9.087e-06
Push,52428800,9.227e-06
Push,52428800,1.0049e-05
Push,52428800,8.415e-06
Push,52428800,9.247e-06
Push,52428800,8.425e-06
Push,52428800,9.468e-06
Push,52428800,9.167e-06
Push,52428800,8.165e-06
Push,52428800,8.495e-06
Push,52428800,9.618e-06
Push,52428800,0.00386818
Push,52428800,9.939e-06
Push,52428800,8.967e-06
Push,52428800,8.956e-06
Push,52428800,9.528e-06
Push,52428800,9.168e-06
Push,52428800,9.498e-06
Push,52428800,8.135e-06
Push,52428800,9.368e-06
Flush,633339904,0.904459
