t_wait,t_metadata,metadata_size,t_data,data_size
600.8234030851163,2.644956111907959e-06,74,2.183951437473297e-06,20540
0.0316046338994056,1.301988959312439e-06,75,8.51927325129509e-07,20548
0.0318459861446172,1.44285149872303e-06,76,7.010530680418015e-07,20548
0.03184758895076811,1.3129319995641708e-06,76,8.810311555862427e-07,20548
0.03583473199978471,1.3031531125307083e-06,76,7.709022611379623e-07,20548
0.03184962319210172,1.3120006769895554e-06,76,8.218921720981598e-07,20548
0.03185679600574076,1.3418029993772507e-06,76,8.021015673875809e-07,20548
0.03585135284811258,1.542968675494194e-06,76,1.0121148079633713e-06,20548
0.011849462985992432,1.5120021998882294e-06,76,6.521586328744888e-07,20548
0.031853220192715526,1.4819670468568802e-06,76,5.909241735935211e-07,20548
0.024476220132783055,1.2330710887908936e-06,76,5.408655852079391e-07,20548
0.011266849935054779,1.4728866517543793e-06,77,6.610061973333359e-07,20548
0.031860513146966696,1.3918615877628326e-06,77,6.309710443019867e-07,20548
0.03187853586860001,1.3529788702726364e-06,77,6.312038749456406e-07,20548
0.02391485800035298,1.2631062418222427e-06,77,6.509944796562195e-07,20548
0.00048776413314044476,1.2319069355726242e-06,77,5.809124559164047e-07,20548
0.011219802079722285,1.3529788702726364e-06,74,6.509944796562195e-07,20548
0.031865441938862205,1.242849975824356e-06,75,6.011687219142914e-07,20548
0.03186987992376089,1.4828983694314957e-06,76,6.309710443019867e-07,20548
0.02458338183350861,1.3220123946666718e-06,76,6.312038749456406e-07,20548
0.011158145032823086,1.2731179594993591e-06,76,7.909256964921951e-07,20548
0.03187884693033993,1.3120006769895554e-06,76,5.608890205621719e-07,20548
0.03187176398932934,1.3329554349184036e-06,76,6.211921572685242e-07,20548
0.024625099962577224,1.2919772416353226e-06,76,6.221234798431396e-07,20548
0.011113733053207397,1.3120006769895554e-06,76,5.909241735935211e-07,20548
0.03187354700639844,1.6731210052967072e-06,76,8.719507604837418e-07,20548
0.03186357789672911,1.2831296771764755e-06,76,6.109476089477539e-07,20548
0.024696774082258344,1.3629905879497528e-06,77,6.009358912706375e-07,20548
0.04303924716077745,1.2319069355726242e-06,77,5.720648914575577e-07,20548
0.031888284953311086,1.4330726116895676e-06,77,7.208436727523804e-07,20548
0.02474707900546491,1.3529788702726364e-06,77,6.509944796562195e-07,20548
0.010992585914209485,1.2121163308620453e-06,77,7.10831955075264e-07,20548
0.031873136991634965,1.2919772416353226e-06,74,5.909241735935211e-07,20548
0.03186948993243277,1.3629905879497528e-06,75,6.409827619791031e-07,20548
0.02479350590147078,1.3320241123437881e-06,76,5.711335688829422e-07,20548
0.01092947693541646,1.1820811778306961e-06,76,5.408655852079391e-07,20548
0.043869202956557274,1.2218952178955078e-06,76,5.91157004237175e-07,20548
0.015868125017732382,1.1720694601535797e-06,76,5.709007382392883e-07,20548
0.028856561984866858,1.2719538062810898e-06,76,5.809124559164047e-07,20548
0.03088855091482401,1.2330710887908936e-06,76,6.009358912706375e-07,20548
0.03188208304345608,1.2728851288557053e-06,76,6.309710443019867e-07,20548
0.03186012199148536,1.151813194155693e-06,76,5.611218512058258e-07,20548
0.03588410513475537,1.212814822793007e-06,76,9.210780262947083e-07,20548
0.007861706893891096,1.101987436413765e-06,77,5.611218512058258e-07,20548
0.03184590605087578,1.2619420886039734e-06,77,5.608890205621719e-07,20548
0.0289719479624182,1.2728851288557053e-06,77,5.91157004237175e-07,20548
0.030773555859923363,1.2619420886039734e-06,77,5.611218512058258e-07,20548
0.031874549109488726,1.1217780411243439e-06,77,5.811452865600586e-07,20548
0.0318754599429667,1.0819640010595322e-06,74,5.611218512058258e-07,20548
0.035867644008249044,1.1920928955078125e-06,75,5.818437784910202e-07,20548
0.007877908181399107,1.2218952178955078e-06,76,5.809124559164047e-07,20548
0.03187093301676214,1.2221280485391617e-06,76,5.809124559164047e-07,20548
0.019907265901565552,1.24308280646801e-06,76,7.711350917816162e-07,20548
0.00904631707817316,1.1818483471870422e-06,76,5.41098415851593e-07,20548
0.030662847915664315,1.3629905879497528e-06,76,6.109476089477539e-07,20548
0.031872606137767434,1.2419186532497406e-06,76,5.711335688829422e-07,20548
0.03187656286172569,1.2230593711137772e-06,76,6.309710443019867e-07,20548
0.035866942955181,1.2619420886039734e-06,76,6.009358912706375e-07,20548
0.007878578966483474,1.232139766216278e-06,76,5.709007382392883e-07,20548
0.03187102195806801,1.3329554349184036e-06,77,5.809124559164047e-07,20548
0.02918738196603954,1.2330710887908936e-06,77,6.610061973333359e-07,20548
0.030563651118427515,1.24308280646801e-06,77,6.409827619791031e-07,20548
0.03187219379469752,1.3131648302078247e-06,77,5.508773028850555e-07,20548
0.03198690991848707,1.3920944184064865e-06,77,5.608890205621719e-07,20548
0.03574206889607012,1.2819655239582062e-06,74,6.810296326875687e-07,20548
0.007863750914111733,1.2521632015705109e-06,75,7.019843906164169e-07,20548
0.03187357704155147,1.2419186532497406e-06,76,6.111804395914078e-07,20548
0.0292885210365057,1.232139766216278e-06,76,6.819609552621841e-07,20548
0.030448785983026028,1.1830125004053116e-06,76,5.310866981744766e-07,20548
0.031880459981039166,1.0421499609947205e-06,76,5.508773028850555e-07,20548
0.03187686298042536,1.1022202670574188e-06,76,5.508773028850555e-07,20548
0.0358738258946687,1.1420343071222305e-06,76,5.408655852079391e-07,20548
0.007877666968852282,1.1320225894451141e-06,76,5.511101335287094e-07,20548
0.03187748487107456,1.2221280485391617e-06,76,5.809124559164047e-07,20548
0.029402005020529032,1.1220108717679977e-06,76,5.611218512058258e-07,20548
