type,size,duration
Push,52428800,0.010071
Push,52428800,8.596e-06
Push,52428800,9.087e-06
Push,52428800,7.143e-06
Push,52428800,8.887e-06
Push,52428800,8.035e-06
Push,52428800,8.145e-06
Push,52428800,7.815e-06
Push,52428800,9.458e-06
Push,52428800,7.424e-06
Push,52428800,8.697e-06
Push,52428800,7.935e-06
Push,52428800,8.827e-06
Push,52428800,8.827e-06
Push,52428800,8.506e-06
Push,52428800,8.306e-06
Flush,838860800,0.22601
Push,52428800,1.4087e-05
Push,52428800,7.393e-06
Push,52428800,8.516e-06
Push,52428800,7.904e-06
Push,52428800,8.125e-06
Push,52428800,7.764e-06
Push,52428800,8.045e-06
Push,52428800,8.205e-06
Push,52428800,7.865e-06
Push,52428800,8.526e-06
Push,52428800,7.665e-06
Push,52428800,8.015e-06
Push,52428800,7.835e-06
Push,52428800,9.057e-06
Push,52428800,8.065e-06
Push,52428800,7.795e-06
Flush,838860800,0.196842
Push,52428800,8.436e-06
Push,52428800,9.117e-06
Push,52428800,8.116e-06
Push,52428800,7.815e-06
Push,52428800,8.847e-06
Push,52428800,8.276e-06
Push,52428800,9.298e-06
Push,52428800,7.474e-06
Push,52428800,8.516e-06
Push,52428800,8.115e-06
Push,52428800,9.027e-06
Push,52428800,8.376e-06
Push,52428800,9.117e-06
Push,52428800,8.246e-06
Push,52428800,7.905e-06
Push,52428800,8.396e-06
Flush,838860800,0.391688
Push,52428800,8.676e-06
Push,52428800,7.584e-06
Push,52428800,8.395e-06
Push,52428800,8.656e-06
Push,52428800,8.606e-06
Push,52428800,9.307e-06
Push,52428800,8.276e-06
Push,52428800,7.434e-06
Push,52428800,8.095e-06
Push,52428800,8.466e-06
Push,52428800,8.546e-06
Push,52428800,8.446e-06
Push,52428800,8.426e-06
Push,52428800,7.724e-06
Push,52428800,8.095e-06
Push,52428800,8.145e-06
Flush,838860800,0.202582
Push,52428800,9.828e-06
Push,52428800,7.324e-06
Push,52428800,8.015e-06
Push,52428800,8.426e-06
Push,52428800,9.047e-06
Push,52428800,7.734e-06
Push,52428800,8.406e-06
Push,52428800,8.366e-06
Push,52428800,8.055e-06
Push,52428800,7.544e-06
Push,52428800,8.726e-06
Push,52428800,8.045e-06
Push,52428800,9.067e-06
Push,52428800,8.095e-06
Push,52428800,8.546e-06
Push,52428800,8.987e-06
Flush,838860800,0.184198
Push,52428800,8.896e-06
Push,52428800,8.326e-06
Push,52428800,8.375e-06
Push,52428800,7.675e-06
Push,52428800,8.596e-06
Push,52428800,7.735e-06
Push,52428800,8.156e-06
Push,52428800,8.405e-06
Push,52428800,8.025e-06
Push,52428800,8.597e-06
Push,52428800,7.584e-06
Push,52428800,7.634e-06
Push,52428800,8.586e-06
Push,52428800,7.554e-06
Flush,734003200,0.172782
